username,comment,comment_time,like_counts
SaigetsuFubuki,白鲸岛夜间整点保留节目,2023年1月5日,(1)
H星夜L,幻塔加油😊,2023年1月5日,(2)
献给鸡蛋吧,大学一定好好把英语学起来,2023年1月5日,(1)
蜜甜柑桔,正确的，欢迎理智原友,2023年1月5日,(2)
一元夜宵,差不多得了,2023年1月5日,(0)
派对浪客的成屑之日,上同，开服大号我都卖了,2023年1月5日,(2)
锦瑟华年谁与度_,你不给你爹妈领一墙的死亡证明我不是很认可,2023年1月5日,(0)
野兔i,Everybody come say Hi 🙋🏻‍♀️Everybody jump get high😝所有人都一起来🤗lets go lets go lets get that👻骨头形状的花花🦴我梦想的枝芽🌱请问你是否想带我回家🏠想要一个巧克力🍫甜甜的味道难忘记😋金光灿烂的外衣✨散发着迷人的香气😍想要一个巧克力🍫甜甜的无法让我忘记你🍬oh babe🥰,2023年1月3日,(2)
芙萤呐,我并不是说场面话，谁不希望看到自己喜欢的游戏好啊，我也不是啥典型言论，我就是实话实说，我都喜欢玩，而且我都有意愿玩下去。,2023年1月3日,(2)
芙萤呐,我希望，我真心希望我能见证幻塔也能见证原神的未来，因为本来玩原神的玩家就是那种以世界为敌的设定，虽然真的劝不住两家，如果能看到我说的这些希望你们知道原神的真正玩家是什么样子的…和OP区分开来,2023年1月3日,(2)
芙萤呐,而且我声明一下“玩原神十分有优越感看不起所有别的游戏”这种道理也是OP成立的，请不要见到原神玩家就套第一定律了可以么，我觉得把自己玩原神当做优越感来秀真是很可笑，我玩原神两年半了也没干过这种事情,2023年1月3日,(3)
芙萤呐,原神呢我也60级了，练度也都毕业了，幻塔呢我更享受的是世界探索，尤其是镜都，我甚至想要住在里边的感觉，而对我来说，开放世界玩的开心便是，喜欢一个游戏是一个人的权利，不喜欢也没必要贬低，希望我作为中立玩家能为部分保有理智的原神玩家正名一下，也希望幻塔玩家可以接纳来自原神的玩家,2023年1月3日,(2)
芙萤呐,希望如果有人喷我前看清楚我说的，喜欢一个游戏是个人的意愿，希望幻塔的老玩家们知道一件事，不是所有的原神玩家都是OP，也希望两家人真的不要再为一个游戏吵来吵去了,2023年1月3日,(2)
芙萤呐,我虽然玩原神，虽然幻塔开服的时候BUG多导致我没玩下去我那会看不起这个游戏，现在一年过去回来真的发现幻塔就像变了个游戏一样…甚至玩幻塔现在给我一种归属感，更强烈于原神的归属感，别误会我什么，我不是在挑起争端，这个归属感是我的个人感觉，玩游戏对我来说就是开心，而我喜欢原神也喜欢幻塔,2023年1月3日,(6)
芙萤呐,我作为原神玩家负责任的说，你现在可以回来看看了，幻塔真的变样了,2023年1月3日,(3)
花祭悠加,怎么这么多理中客和倭叩啊,2023年1月3日,(4)
N3W_FoUnD3r,喜欢！！！！,2023年1月3日,(3)
撞星河,还是觉得前面的好啊，每次进入登录界面时都挺舒适的，现在都是不想再多听一秒…,2023年1月3日,(2)
祈雨天清,心血来潮打开评论区。太美丽了白鲸岛，哎呦这不op吗？还是看看远处挣得多产能还不及幻塔的米叠吧家人们,2023年1月2日,(2)
祈雨天清,次元研究那视频特别客观，我一个玩了O一年半的老玩家都没感觉到冒犯，只能说op对号入座的本事一直可以的,2023年1月2日,(0)
AstraeaDarkages,确实没搜到 麻烦指路）,2023年1月2日,(2)
qwq-_-qvq,哈哈 刚才抽到奈美了 我玩到关服好吧,2023年1月2日,(1)
年左右,不用想了，不可能的，到了3.0九域还换，可能就换pv上的那个,2023年1月2日,(0)
qwq-_-qvq,这曲子质量太高了吧 希望幻塔越做越好,2023年1月2日,(4)
qwq-_-qvq,主线一直跳过的 直到我听到这首歌 不由得停下了脚步很好听的歌曲 还有奈美西斯好好看什么时候才能抽到qwq,2023年1月2日,(0)
一元夜宵,op差不多得了，以为网易云就查不了你成分?,2023年1月2日,(0)
撞星河,什么时候将登陆界面BGM换回来啊,2023年1月1日,(0)
念柳-,2023年了，回来试试吧，塔塔一周年了,2023年1月1日,(0)
Fourteen_dayS,Meant to be如烟花般在心中绽放,2023年1月1日,(2)
love-gumi,1周年快乐,2022年12月31日,(1)
-唯爱喜多川-,虽然我不知道啥情况，不过非法应用应该也不至于吧,2022年12月31日,(0)
微欧瑞特o,回来考古 幻塔已经换游戏了,2022年12月31日,(1)
笑履山河kafka,可以收回这句话了,2022年12月30日,(1)
winds95,你不会觉得自选五星是什么好梗吧,2022年12月30日,(0)
winds95,你不会觉得自选五星是什么好梗吧,2022年12月30日,(0)
winds95,你不会觉得自选五星是什么好梗吧,2022年12月30日,(2)
夕照厅女鬼,原神没有闪避，那是加速跑。崩坏三和战双有,2022年12月30日,(0)
西与你相惜,真正的原神玩家其实只会刷：加油，明年自选五星。所见未必是真相，幻塔的黑红营销最后脏水全泼在了原神玩家身上了,2022年12月30日,(0)
58484e,希望爱听这首歌的人也越来越好,2022年12月30日,(3)
Cole_annly,在白鲸岛上面过剧情的时候 突然来了这首歌 真的被惊艳到了,2022年12月30日,(1)
鈴雨十葉,塔塔一周年快乐,2022年12月30日,(0)
来自星空下的祈祷,一年中听的最多的一首歌[多多可怜],2022年12月29日,(1)
来自星空下的祈祷,一年中听的最多的一首歌[多多可怜],2022年12月29日,(2)
无奈星zz,年度歌曲,2022年12月29日,(2)
Super_Shiro,"去年跨年夜，工会的朋友们在白鲸岛上伴随着这首歌合影，回想起来仿佛在昨天，但是大家都被各种各样的原因劝退，也没有重聚的机会了。
退坑以后偶尔和会长聊天，他说维拉很漂亮，但还是更怀念和我们一起刷蜂蜜的时光。",2022年12月29日,(4)
丶清漾丶,二鬼子学院op是这样的,2022年12月29日,(0)
被幸运的陨石砸扁了,,2022年12月29日,(2)
柚柚子0922,都进普池了，很难抽到了，之前抽过一把基础的还好，还可以换，如果之前根本没抽，那就很难再在普池里抽到了。,2022年12月29日,(0)
柚柚子0922,谢谢,2022年12月29日,(0)
柚柚子0922,哈哈，不想做主线了，只想着幻塔周年庆奖励,2022年12月29日,(0)
lljayl,塔塔加油,2022年12月29日,(3)
lljayl,现在好多了 挺好的,2022年12月29日,(0)
焰圆一生爱,op又来跳脚了捏,2022年12月28日,(0)
ZS-JACK,说实话，作为一个预约到开服然后退坑，最近又捡起来玩的玩家，幻塔变化太大了,2022年12月28日,(2)
ZS-JACK,愿在镜都与你相见,2022年12月28日,(1)
不可名状的黑星,怎么说呢，幻塔是我第一个见过版本迭代跟做了一个新游戏的游戏。从亚夏无比拉胯到维拉的镜都，再到现在的茵纳斯海底世界，都有自己的风格，希望塔塔能越做越好！,2022年12月27日,(0)
Forever_缺氧病人,现在去下个游戏看看？什么叫游戏做的烂？,2022年12月27日,(2)
黒崎真夜,我就喜欢在白鲸岛挂机看烟花,2022年12月27日,(1)
黒崎真夜,叩无处不在,2022年12月27日,(0)
Mr_wu_4T4I,嗯？为什么要拿原神做对比？,2022年12月27日,(0)
凉邪君,建议不要理中客那么明显捏😋,2022年12月27日,(1)
传说中勇者的故事,让策划做个人吧，受不了。幻塔迟早要被策划玩死，赶紧给美工磕几个[西西惊吓][西西惊吓],2022年12月27日,(0)
传说中勇者的故事,你讨厌原动不动拿幻塔说事。如今你又开始扣帽子讲原。你跟op有什么区别？,2022年12月27日,(0)
天域2004,突然回忆起刚到白鲸岛看的第一场烟花，虽然你饱受争议，但前进的步伐从未停止，希望塔塔越做越好！,2022年12月27日,(15)
慎平-耶格尔,幻塔2.0太惊艳了,2022年12月27日,(0)
江湖传说190118,常回家看看,2022年12月26日,(0)
kaiden_ah,太平洋都来了,2022年12月26日,(0)
蜜甜柑桔,农民工想家了,2022年12月26日,(1)
被幸运的陨石砸扁了,支持，同原神转幻塔，希望幻塔越来越来越好,2022年12月25日,(0)
被幸运的陨石砸扁了,好想要启明星姐姐嘿嘿,2022年12月25日,(0)
繁星落塵_lOPz,幻塔一点都不比原神差，现在我真的越来越讨厌原神了，一看到 这饭圈我就感到恶心，亏我还做了一年半的忠实粉丝,2022年12月24日,(15)
深空之中的一叶扁舟,本以为Meant to be 是开始，结果是幻塔音乐巅峰,2022年12月24日,(1)
桂木桂马_lAWm,幻塔，无疑是近年来最励志的游戏之一，从开服看到现在真的太感动了，塔塔，一周年快乐！来年，我还会期待下一个周年你带给我们大家的惊喜！,2022年12月24日,(4)
桂木桂马_lAWm,幻塔，无疑是近年来最励志的游戏，从开服看到现在真的太感动了，塔塔，一周年快乐！来年，我还会期待下一个周年你带给我们大家的惊喜！,2022年12月24日,(1)
叶修无敌最俊郎YeXiu,塔塔一直在进步,2022年12月24日,(1)
LALOVELY,这是当然的，看到消息还是要仔细思考，谣言止于智者,2022年12月23日,(0)
柚柚子0922,说得对！你叫什么名字，回头我加你好友,2022年12月23日,(0)
柚柚子0922,的舒适生活,2022年12月23日,(0)
柚柚子0922,茵纳斯解锁了，亚夏就很少去了，很怀念曾经在亚夏,2022年12月23日,(0)
梦玖云捏嘿嘿,抱歉，百度上看的，刚去看了天眼查才知道鹅厂没有持股,2022年12月23日,(2)
梦玖云捏嘿嘿,看错了对不起，21年才是O，20年是在我们之间,2022年12月23日,(0)
梦玖云捏嘿嘿,我刚去看了天眼查，苏州幻塔网络科技有限公司tx确实没有持股，我道歉,2022年12月23日,(1)
云村村民3294882991,白鲸岛的焰火,2022年12月22日,(1)
kodaga,萌新刚上白鲸岛坐摩天轮刚到顶就响起了这歌，感觉很震撼,2022年12月22日,(1)
Traveller-Between-Data,动作游戏连无敌帧都不会卡...,2022年12月21日,(1)
NEKOPARA0,"新手开荒在白鲸岛看烟花时听到这首歌，太好听了。也算是幻塔目前唯一能感动到我的地方
(但好像跟游戏本身没多大关系)",2022年12月21日,(3)
何花夜绽十里香,提问：五星自选是什么意思？,2022年12月21日,(0)
何花夜绽十里香,真的 无论是在互联网的哪个角落（除了原神自己家）只要提到原神 就定然是腥风血雨,2022年12月21日,(1)
何花夜绽十里香,别尬黑，这是指向性魔法，谁符合条件就会打到谁,2022年12月21日,(1)
凉邪君,你双厨不拉踩那不就不是op了？这有什么好跟我急的😓,2022年12月21日,(2)
airo-on,战双开服策划的那句把你们当人我就卸载了,2022年12月21日,(1)
逆行者_wrDU,我还双厨呢，什么op,2022年12月21日,(0)
凉邪君,op是这样的，到别人家里团建还不让别人说，蛮横无理,2022年12月21日,(2)
凉邪君,别急捏，后面看见别人骂op更有你急的,2022年12月21日,(1)
凉邪君,只许op来塔区跳脸，不许别人骂op是吧？点开评论区一堆op跳脸还不让人说是吧？骂op让你这么急，op是你再生父母还是你就是op本人啊🤣,2022年12月21日,(5)
青木宣雨,有关幻塔的必须扯句o是吧，觉得恶心还要提，是不是剑呐。,2022年12月21日,(0)
GjzJ丶,塔塔缺点还是多，但是比起以前真的进步了不少，希望幻塔能越来越好！,2022年12月20日,(0)
凹V凹,同感🤔,2022年12月20日,(0)
周煜丶,真的好听！,2022年12月20日,(0)
爱莉希雅-人之律者-,op不等于原神玩家（虽然我原神幻塔都玩）,2022年12月19日,(0)
何时倚虚幌_,刚回坑幻塔，现在一点不想碰崩三了，崩三氪了几千每次都出垃圾就算了，策划垃圾恶心人，国内外服区别对待恶心玩家，碰都不想碰了。幻塔给人的感觉就是工作室想做好游戏，能和咱俩打成一片，就算给你氪也是氪的心甘情愿😘,2022年12月18日,(7)
恢熠,生活还是要继续,2022年12月18日,(0)
朱卫中,如果幻塔一开始就是2.0的质量，情况会比现在好很多。可惜没有如果，希望幻塔能越来越好吧。,2022年12月18日,(15)
薇立方,一周年快乐,2022年12月18日,(2)
墨小菊QAQ,对得起了,2022年12月18日,(1)
BAIY_YrFe,幻塔原神两款风格不同的游戏，各有各的好，真的很喜欢这两款游戏,2022年12月18日,(1)
公子云烈,谨以此曲纪念那个逝去的1.0版本，那个充满热闹和新奇的亚夏大陆，那些不会再亮起的灰色头像,2022年12月17日,(6)
隔壁张蜀黍B,你给我你的标准，我看看你怎么定义一款好游戏,2022年12月17日,(0)
组织部的笨蛋猫,还tga啦😰tga是面向群众的吗🤔年轻人小圈子自我高潮也要拿出来讲两句吗🤔,2022年12月17日,(0)
隔壁张蜀黍B,我没玩原神了啊，米哈游我也不了解，我没捧它，不要说什么你游，不过既然这么一款游戏能成为今年TGA的玩家之选，肯定也是有理由的。还有，我不打游戏，游戏好不好我也不知道有什么标准，你给我提供几个标准，我说不定能更好地思考,2022年12月17日,(0)
Alexander20130213,现在幻塔玩家这样了吗？。。。但是幻塔也行都挺好的,2022年12月17日,(0)
永生ing结局,太喜欢了幻塔是我玩的第一个游戏，后来才接触到原神哈哈哈哈现在虽然不太玩幻塔了但是依然喜欢,2022年12月17日,(0)
终焉死翼,生日快乐！我亲爱的塔塔！,2022年12月16日,(1)
过劳王吉尔伽美什,说得好游戏变好了，战双二号,2022年12月16日,(0)
LALOVELY,？？tx持股40%？真是张口就来，这样腾讯就成完美最大股东了还没参与决策吗，LP和GP分清楚，tx只有祖龙的20股份，完美股份tx还想要等20年吧,2022年12月16日,(2)
漫天遍野的我落在雪花上,加一，很惊喜,2022年12月16日,(0)
漫天遍野的我落在雪花上,幻塔能给玩家带来这一瞬间的感动就足够了。这才是游戏存在的意义,2022年12月16日,(0)
帕迪拉贡,"塔子一岁啦 自我登陆艾达星到现在一年了
后来想一想感觉在艾达星上的冒险像一场梦
我的钩爪可以到达艾达星的任何一个角落
却从来没有用双脚丈量这片土地
星岛的平静
班吉斯的喧闹
纳维亚和白鲸岛的奔放
克罗恩的死气
沃兰的寒风
维拉的一望无际
镜都的人声鼎沸
迷瘴沼泽的万木峥嵘
茵纳斯的如堕烟海
中间出的差错没有动摇我探索的热情
因为你说的“去哪里都可以”
他们说站的高才能看得远
可是 是我站的太高
还是你离我太远",2022年12月16日,(12)
宇笙与诗,生日快乐 塔塔,2022年12月16日,(0)
山野弦人,原神质量高，什么苏联笑话,2022年12月16日,(4)
山野弦人,原神玩家是这样的，连鸡场都讨厌他们,2022年12月16日,(1)
山野弦人,一周年快乐,2022年12月16日,(0)
气孕之子,op真该死，你说是吧,2022年12月15日,(1)
气孕之子,我跟你恰恰相反，我是开服玩家，玩到2.0，2.1快出那会退了，真坚持不下去[多多笑哭],2022年12月15日,(0)
多想回到那个夏天via,塔塔开！,2022年12月15日,(0)
锦瑟华年谁与度_,贴吧出来的东北人，可真是臭上加臭，你不4几个家人都对不起你这股子厕所味,2022年12月15日,(0)
锦瑟华年谁与度_,"看你说话我是一句都看不懂，你想表达什么？
虽然我不是河南人不过东百人属实牛批，地域黑是手到擒来啊",2022年12月15日,(0)
组织部的笨蛋猫,还河南ip呢😋领救济粮时候能不能记住自个儿身份证上几颗星啊🤗,2022年12月14日,(0)
kano_day_,“2020年度最佳游戏”自己去搜搜20年年度最佳游戏是什么呗,2022年12月14日,(0)
第233届奥林匹克花样作死冠军,稍微查一下就知道完美的前十大股东里没有tx，不知道你的40%是从哪个欧泡嘴里听来的,2022年12月14日,(4)
第233届奥林匹克花样作死冠军,40%股份已经成为ou的集体记忆了吗？,2022年12月14日,(3)
樱老头,公测的时候就下了塔塔，一开始确实挺失望的，后来弃坑了一段时间，最近才回的坑，真的有被维拉镜都惊艳到，本来以为一开始口碑这么差游戏可能就要摆烂了，但是还能这么用心的做下一个版本真的很好了，快要来的海底世界和赛博修仙也超级期待，希望塔塔越做越好🎉,2022年12月14日,(1)
锦瑟华年谁与度_,还是你身份证输出的塔塔？,2022年12月14日,(0)
锦瑟华年谁与度_,不会是井盖党吧😁😁,2022年12月13日,(0)
墨瓷Chinery,对头！也许塔塔以后也遇事不决meant to be,2022年12月13日,(0)
一碗鱼丸不加面,恭喜幻塔提名TGA，加油＾０＾~,2022年12月13日,(0)
六道力,都不知道在比啥一个是MMO一个是单机完全没可比性,2022年12月13日,(2)
格诺诺,你说的对，但是自选五星是不会给的,2022年12月13日,(0)
_月光下转身那就是你,楚留香,2022年12月13日,(0)
梦玖云捏嘿嘿,你是真不知道还是假不知道？鹅厂白皮书里能写出0神抄袭三崩子这种逆天笑话来，已经能看出来了吧？,2022年12月13日,(0)
梦玖云捏嘿嘿,噢对了，今年塔子和叩游一样只是提名，今年最佳手游是MARVEL SNAP，所以还没成，塔批收收味谢谢,2022年12月13日,(0)
梦玖云捏嘿嘿,有没有一种可能，这是一个既定事实？,2022年12月13日,(0)
梦玖云捏嘿嘿,tx持股40%,2022年12月13日,(0)
梦玖云捏嘿嘿,需要我提醒一下你今年的最佳手游是《MARVEL SNAP》吗？,2022年12月13日,(0)
王连长88,塔塔！,2022年12月13日,(0)
星空的气息,塔塔开塔塔开,2022年12月12日,(1)
轩月lzx,三足鼎立，听起来不错呢（手动狗头）,2022年12月12日,(1)
逆流行进bubbleBlast,桀桀桀，等潮鸣出来估计就是库洛被围攻了,2022年12月12日,(0)
神猪猪灵,不错的反奶,2022年12月12日,(0)
组织部的笨蛋猫,到底谁是人民群众的敌人你不会想不清楚吧🤣🤣🤣,2022年12月12日,(0)
想想小扬会听什么,开服玩家，一路陪伴，不争不辩，塔塔值得,2022年12月12日,(0)
想想小扬会听什么,开服玩家，一路陪伴，不争不辩，塔塔值得,2022年12月12日,(1)
锦瑟华年谁与度_,不会有人上网骂人离了地域黑就不会说话了吧😅,2022年12月12日,(0)
糖酱果,幻塔周年快乐！加油Tower of Fantasy!,2022年12月12日,(1)
星星之沉,一周年快乐٩( 'ω' )و,2022年12月11日,(0)
组织部的笨蛋猫,不会有人上网还得跟爹妈组队吧🤣,2022年12月11日,(0)
put丶小胖,你说得对，但是他确实做到了捏🤣,2022年12月11日,(0)
希黛尔,谢谢楼主指路，作为原神玩家一大乐趣就是看o的笑话，而我已经很久没看过o的乐子了,2022年12月11日,(0)
au祝你快乐,开服和几个一起玩游戏的小伙伴一起进了班1，因为幻塔前期的种种问题 只剩我一个人没退。看完海底前瞻 回想起这一年里1.0到现在，塔塔越做越好倍感欣慰，也庆幸没有和朋友一起退游。感谢一年来的陪伴[多多大哭][多多大哭],2022年12月11日,(3)
锦瑟华年谁与度_,我倒是不介意，就是不知道你爸介不介意😁,2022年12月11日,(0)
组织部的笨蛋猫,人口吧12级😋攻击性都是点满的捏🤗,2022年12月11日,(0)
组织部的笨蛋猫,知名度高就是好吗🤔再说，“没几款游戏能比”，穿越，蛋拐，逆战，毒奶粉，完美世界，传奇，征途，西游，仙剑，qq斗地主，哪个不能跟原神比🤔都是网游怎么就你游喜欢把自个儿抬那么高🤔,2022年12月11日,(0)
水瓶座在此,king哥刚出的时候确实强 不过吗......白老板出了之后 地位就跟隔壁卢锅巴一样了,2022年12月11日,(0)
水瓶座在此,白鲸岛！ 亚夏压轴!,2022年12月11日,(5)
梅娅_kong,当时比较经典的，就是有普通原友发评论说：我也玩原神，结果为什么没有人骂我原批？然后下面直接一个回帖直接骂他原批，点进去一看……骂人的那个是真原批拖人下水的……次元研究所也是，整个视频我看了，从头到尾没有一处说所有原神玩家都是原批，反而还不断强调原批是部分人的行为。,2022年12月11日,(1)
N紬紬,🤣👉🏻🤡好急好急，自己跳脸的op很少见了,2022年12月11日,(0)
N紬紬,所以说，原神开到国外跟你什么关系，你有分红？😲👉🏻🤡,2022年12月11日,(2)
钡戚戚,封面是怎么了[西西惊吓],2022年12月11日,(0)
沐阎麟,这首歌是真的好听。,2022年12月11日,(0)
锦瑟华年谁与度_,虽然我不是河南人，不过谈起素质还得是咱东百人👍👍👍,2022年12月11日,(0)
好好活着3看着世界,一周年快乐,2022年12月10日,(0)
隔壁张蜀黍B,没法给你专业的意见啊，但是它的知名度真的很高啊，国内没几款游戏能比的啊,2022年12月10日,(0)
该用户名以存在000,两游戏搞得跟饭圈互撕一样，我是觉得有些莫名其妙,2022年12月10日,(0)
该用户名以存在000,就是说，公司的行为，身为玩家，没必要为游戏公司买单,2022年12月10日,(0)
该用户名以存在000,"我是考了完美的高级游戏美术设计职业技能等级证书，没算入行，不过就算能进去，我也不是做那个的。
公关是好，可惜影响后期，毕竟黑红是下策，前期没内容又要搞事容易断了长期运营的后路。
不过前期赚不到钱的话，可能也没现在的幻塔了。",2022年12月10日,(0)
博得耔心,现在可以了，体验很好。,2022年12月10日,(1)
博得耔心,以前雀食不行，现在的游戏体验真的很不错。,2022年12月10日,(1)
夏夜星空海,everything is meant to be，包括幻塔再也不会被op团建，塔子一周年，将op一个不留地驱赶出去，塔塔开！,2022年12月10日,(1)
夏夜星空海,不好意思，对得起，至少制作组是真的对得起，他们值得,2022年12月10日,(1)
夏夜星空海,O泡说话,2022年12月10日,(1)
轩月lzx,已经很久没有见到这么负责任，用心在做游戏的工作室了。7月份入的坑，断断续续玩到现在，虽然没有经历过风评差的1.0版本，但这几个月塔塔给我的感受是惊喜不断。希望工作室能不辜负玩家对塔塔的期望，今年tga提名，明年的九域版本肯定会带来更多惊喜。最后提前祝塔塔一周年快乐！——塔塔的头号粉丝,2022年12月10日,(23)
组织部的笨蛋猫,笔记本系统win10神州网信，幻塔全高流畅跑，原神安装显示非法应用未授权已加入监控列表🤔叩在吹什么呢，吹你们非法应用吗🤔,2022年12月10日,(4)
组织部的笨蛋猫,O哪里优秀呢🤔是50g的游戏画面比不上8年前13个g的看门狗1吗🤔,2022年12月10日,(1)
组织部的笨蛋猫,所以你原神优化一坨答辩怎么不说呢🤗ff15皇家版全高全程稳100帧的机器玩你原神为什么会卡死呢😋你18年50g的游戏画面甚至不如14年13个g的看门狗1，这是为什么呢🤔,2022年12月10日,(1)
组织部的笨蛋猫,不懂就问，完美世界出来时候你米爹在哪呢🤔哦原来那时候mhy老总还没毕业捏😋,2022年12月9日,(2)
组织部的笨蛋猫,怎么得出完美公关不行的？你是业内人士吗？🤔,2022年12月9日,(1)
组织部的笨蛋猫,你是倭叩吗🤔不是的话为什么要对号入座呢🤔,2022年12月9日,(1)
组织部的笨蛋猫,输出了什么啊😋输出了你家成堆的井盖吗😋,2022年12月9日,(1)
啾咪的阿网,塔子一周年快乐！,2022年12月9日,(8)
AqzMj194_,赞同,2022年12月9日,(8)
Coodsweet,昨晚看完前瞻再来说一嘴，幻塔真的可以。如果可以重来我就不去碰米家那两个游戏了，原什么都好就是不好玩，崩身为这么多年的老游戏了策划还是那么恶心人后半年吃相真难看，这次塔的前瞻让我看到最起码的诚意而不是像那样一个国产游戏要靠国外的节奏才能引起策划重视,2022年12月9日,(46)
政治你要爱我,某游戏的p，双修正常玩家还是很多的,2022年12月9日,(0)
冰冻绵羊,现在可以负责的说，不但对得起，还会出更好的,2022年12月8日,(2)
Stuart__k,一周年快乐，塔塔，开服玩家不离不弃，withyou1216,2022年12月8日,(3)
劳诗丹顿,海底要出了，不回来看看吗,2022年12月8日,(0)
丶安娜斯塔西娅,加油吧，只要用心就会有人认可你们,2022年12月7日,(1)
言叶青苔,近几年最爱的曲子，白鲸岛响起BGM的时候，我相信这个游戏是有用心的,2022年12月7日,(1)
夜半丨晴空,快一周年了，弃坑6个月回归才发现这首歌，真的好听！塔塔游戏也越做越好了[多多大笑],2022年12月6日,(1)
夜半丨晴空,买了老头环那时候是真的天天玩，真没空玩原神……不过说实话，现在塔塔确实越来越好了，我是弃坑6个月刚回归，挺期待周年庆的[西西机智],2022年12月6日,(1)
麟个,说得好，力挺塔友😇😇😇,2022年12月6日,(2)
Mika想吃瑞士卷,喜欢岁月史书是吧，还“一开始就是用来攻击全体玩家”🤣就是你这种倪天太多了，不得不指代全体玩家捏🤗,2022年12月5日,(4)
Mika想吃瑞士卷,感觉不如抄袭塞尔达的o捏🤣,2022年12月5日,(3)
嘉心糖牛,那个游戏面对了百万塞尔达，这个游戏面对了千万元批😄,2022年12月5日,(0)
库莉莉,典,2022年12月4日,(0)
Darecly,为了防止你攻击我，我澄清一下。我玩原神，玩过幻塔又退了，我是纯粹看了那个PV，觉得这个歌不错来的。退坑之后一直在云，感觉幻塔在变好，各种小玩法挺有意思的，地图也不错，我没有理由去骂幻塔。好好的一首歌评论区看见两边人互撕真的挺难受的。,2022年12月4日,(0)
Darecly,我提一嘴，OP这个词最开始发明出来是用来攻击所有原神玩家的，后来不知道哪里来的解释又说是指那些低素质的和反串黑的，再后来这个词被用的太多，甚至有些正常玩家也开始自嘲OP，现在这个词词义很模糊，如果意思表达得不够明确，这个词确实会让正常玩家感到冒犯。,2022年12月4日,(0)
用心中的笔描绘黑白色,一样，原神虽然好，但那种风格我不喜欢，我喜欢科幻的，幻塔刚好满足了我，这就是我从开服玩到现在的动力,2022年12月3日,(2)
用心中的笔描绘黑白色,现在上线看看吧，成长是显而易见的,2022年12月3日,(0)
用心中的笔描绘黑白色,现在上线看看吧，看看现在的幻塔，你会大吃一惊的,2022年12月3日,(0)
愿你能和重要的人相逢,oh my god，玩到白鲸岛谁点燃了烟花，惊艳到我了,2022年12月3日,(0)
inanby,加我我们一起玩真的没有人跟我一起玩,2022年12月3日,(1)
Coodsweet,终于找到了，这歌真好听，最近刚玩幻塔，在还没出的时候就在商店预约了下载，到上线后每天在B站是不是看到各种UO说这个游戏怎么怎么样的烂就没去玩，这次短短五天幻塔玩下来感觉真的可以没事干的时候就去白鲸岛挂机看烟花听这首歌,2022年12月2日,(10)
梦玖云捏嘿嘿,那照你这么说是不是要把那个怒砸ps4的老哥说成是米忽悠的黑红营销？还有我是在骂幻塔，别给我扯鸣潮和原神玩引战,2022年11月30日,(0)
梅娅_kong,还有包括原神也有，爱奇艺亲自发的国产塞尔达，按你们的说法，是不是也要把爱奇艺发的算到米哈游头上是米哈游带节奏蹭塞尔达热度？,2022年11月30日,(0)
梅娅_kong,亲我再建议你看一下我说的是啥，公布又不是公测呢，之前鸣潮首测的时候是不是也有这种营销号或者渠道商带节奏蹭这种对标热度？,2022年11月30日,(0)
银酱yyds,ch是懂抑制玩家膨胀的,2022年11月30日,(3)
云村村民166340451921370,是的,2022年11月29日,(0)
梦玖云捏嘿嘿,这边建议亲去回忆一下鸣潮现在几测呢亲~,2022年11月29日,(0)
梦玖云捏嘿嘿,这就是咱独立思考后得出的结论呢亲~是既定事实呢亲~,2022年11月29日,(0)
梦玖云捏嘿嘿,所以我才会期待塔子和鸣潮（公测上线后）能给点压力啊宝,2022年11月29日,(0)
whitedango,也玩了一段时间了 别的不说这首歌一直很喜欢,2022年11月29日,(0)
兜里有个兜,Op414,2022年11月29日,(0)
Rulare,今天为了拿一个黑核，坐摩天轮上了最高点，途中响起这段旋律，还是挺有意思的。,2022年11月29日,(1)
笑履山河kafka,国际服早出了,2022年11月29日,(0)
Super_Shiro,我仍然记得爬上亚夏幻塔顶听到这首歌伴奏版本的瞬间，也记得在白鲸岛上和工会伙伴们看烟花的那天。,2022年11月29日,(0)
这杯酒叫晚安,op闻着味就来了看评论笑死我,2022年11月29日,(0)
DDRZ-1110,塔塔被提名啦继续加油！,2022年11月28日,(0)
一个迷人的混蛋2108,听的我都想哭了，不知道为啥流泪水了,2022年11月28日,(1)
ajsowjg,你没事吧？这首歌是白鲸岛放烟花时候的,2022年11月28日,(2)
熔核星烬,真的好听,2022年11月28日,(0)
四更月松,卧槽999+,2022年11月28日,(0)
梦洛凋零,幻塔是真的会给自选SSR，你的叩游这辈子都没活了,2022年11月28日,(2)
墨瓷Chinery,就像是我在隔壁听到马步谣一样的感觉。都会变成情怀(′へ`、 ),2022年11月27日,(2)
fghsl,哈哈看倭叩乐子，连个虚幻5都玩不明白还脑机接口,2022年11月26日,(0)
是如雨呀,你又知道了？有没有一种可能 我是开服玩家 只是后来不玩了 笑死我了,2022年11月26日,(0)
梦玖云捏嘿嘿,牛牛啊塔子，自选5星指日可待辣！,2022年11月26日,(0)
梦玖云捏嘿嘿,我不对，我掌嘴（doge）,2022年11月26日,(0)
凉邪君,"首先，我家人不烂。其次，你这么急着攻击我家人，是不是嫉妒我有家人？最后，我骂的op,你着急了，你是不是op？",2022年11月26日,(1)
